@TIME_PERIOD,@OBS_VALUE
1964-03,16.2999999990002
1964-04,14.4531250000002
1964-05,13.9155470249516
1964-06,13.4259259259256
1964-07,12.685185185185
1964-08,11.2962962962959
1964-09,10.4735883425362
1964-10,6.90265486637137
1964-11,6.58008657922095
1964-12,17.1428571419347
1965-01,13.262599469613
1965-02,18.4763572670758
1965-03,18.486672399127
1965-04,23.8907849829351
1965-05,28.0539174389221
1965-06,27.0204081624488
1965-07,34.1002465078056
1965-08,31.0316139767057
1965-09,31.4097279474972
1965-10,31.1258278148272
1965-11,28.7571080432884
1965-12,29.8190401269066
1966-01,31.3036690096126
1966-02,27.3466371029364
1966-03,22.8592162556083
1966-04,19.1460055096416
1966-05,15.9210526315788
1966-06,18.8303341903523
1966-07,12.5612745098043
1966-08,12.3809523809521
1966-09,3.32496863301955
1966-10,2.33585858587339
1966-11,2.96529968454216
1966-12,-1.93939393999964
1967-01,-5.58858501843089
1967-02,-9.40220545565541
1967-03,-8.2693443591744
1967-04,-9.01734104104064
1967-05,-9.64812712826336
1967-06,-11.4656571114735
1967-07,-12.0849210669572
1967-08,-11.2429378536722
1967-09,-8.25743776624166
1967-10,-5.79888957375579
1967-11,-6.18872549080847
1967-12,-2.84301606862113
1968-01,1.88916876575527
1968-02,3.20307495197433
1968-03,3.02640051579518
1968-04,1.84243964423044
1968-05,3.01507537688468
1968-06,3.35980452046423
1968-07,8.60681114489161
1968-08,11.0120942075811
1968-09,15.2878888161169
1968-10,17.4197773405374
1968-11,16.5904637499448
1968-12,12.404580152672
1969-01,7.72558714467087
1969-02,8.37988826820869
1969-03,9.12499999937526
1969-04,11.9151590768052
1969-05,12.0731707310974
1969-06,13.2978723404256
1969-07,11.4025085519467
1969-08,6.36467889969277
1969-09,2.18140068886351
1969-10,0.669269381487246
1969-11,1.56862745042003
1969-12,3.28239954725505
1970-01,5.16351118763698
1970-02,7.04467353955912
1970-03,7.15922107678797
1970-04,4.18060200671245
1970-05,5.38628944562231
1970-06,1.66927490819021
1970-07,-0.92118730809065
1970-08,5.22911051212944
1970-09,5.84269662865184
1970-10,2.82548476398881
1970-11,2.04081632709367
1970-12,0.712328766575592
1971-01,1.41843971631963
1971-02,3.90583199627574
1971-03,4.06199893160905
1971-04,6.74157303427893
1971-05,9.86060918895211
1971-06,15.7516675218868
1971-07,14.9793388430522
1971-08,8.55532786834016
1971-09,10.5626326964464
1971-10,11.5840517242003
1971-11,10.9729729724323
1971-12,10.8813928183397
1972-01,17.4287251211269
1972-02,10.5561277033984
1972-03,12.6861838721107
1972-04,14.4862155383461
1972-05,8.17669172983134
1972-06,11.7464539007612
1972-07,2.20125786209433
1972-08,5.42708824919978
1972-09,6.48103696594584
1972-10,8.20859488173932
1972-11,10.5211885046787
1972-12,12.659470068757
1973-01,6.000916170435
1973-02,10.8989287373081
1973-03,11.1668185962225
1973-04,11.2521891419057
1973-05,12.9018245000001
1973-06,5.95001983342292
1973-07,27.2967032962638
1973-08,27.1262309763969
1973-09,26.9612263301488
1973-10,1.47255689425029
1973-11,24.4160423094949
1973-12,25.3484320558594
1974-01,23.5522904063247
1974-02,22.8895422092519
1974-03,21.238212382621
1974-04,19.9134199138917
1974-05,20.5078876491748
1974-06,19.6181205545476
1974-07,14.2955801108921
1974-08,16.549295774648
1974-09,15.1278409091446
1974-10,41.8645558489086
1974-11,16.6843783209945
1974-12,16.0875608061713
1975-01,20.2518363064717
1975-02,19.2071086808583
1975-03,20.3246533645585
1975-04,24.7456514601247
1975-05,24.6807151983546
1975-06,28.7949921752737
1975-07,28.5498489425981
1975-08,30.9365558909365
1975-09,36.397285626269
1975-10,38.7786732797236
1975-11,39.3442622955049
1975-12,40.3771325954517
1976-01,44.2117510181624
1976-02,48.9105504585693
1976-03,50.0281056769254
1976-04,46.3825309127765
1976-05,50.4737516007682
1976-06,52.4422843249089
1976-07,62.3266745010575
1976-08,62.5288417165725
1976-09,63.251922207063
1976-10,62.1844985487206
1976-11,62.5708061006537
1976-12,62.4307036240938
1977-01,63.5381650276479
1977-02,66.4439625542581
1977-03,80.0060911592255
1977-04,101.889338728945
1977-05,111.785874942622
1977-06,143.589205758158
1977-07,154.314759918668
1977-08,144.482799842417
1977-09,140.272380632751
1977-10,118.027739319187
1977-11,112.339322348957
1977-12,110.882351586548
1978-01,115.959252974804
1978-02,111.305732487442
1978-03,106.590257882616
1978-04,87.7450980415172
1978-05,76.880530972345
1978-06,51.0810810810813
1978-07,33.3072100316091
1978-08,38.0495603528221
1978-09,45.6349206349211
1978-10,73.826086955652
1978-11,93.4839270216631
1978-12,108.483290487575
1979-01,103.301886791666
1979-02,103.089675960814
1979-03,95.9084604715674
1979-04,93.7336814614883
1979-05,94.4340212638802
1979-06,69.827072152057
1979-07,42.0340975899002
1979-08,35.147654892299
1979-09,28.0108991820163
1979-10,21.5107553777965
1979-11,18.6349348899866
1979-12,18.2901767366145
1980-01,17.2853828306936
1980-02,13.9146567717994
1980-03,16.7787610615929
1980-04,20.1482479785045
1980-05,21.3573496301749
1980-06,40.5547752810413
1980-07,67.5082781459748
1980-08,78.320479863232
1980-09,82.3329076206144
1980-10,85.1790860439898
1980-11,89.2884178648751
1980-12,87.8387769294227
1981-01,101.714474117711
1981-02,119.478827360586
1981-03,122.370415278334
1981-04,119.713965227761
1981-05,119.560031804981
1981-06,118.211341494425
1981-07,120.854954286931
1981-08,121.528111485396
1981-09,123.137987391368
1981-10,125.522454424245
1981-11,109.918016396541
1981-12,100.221975581945
1982-01,71.0362863686065
