@TIME_PERIOD,@OBS_VALUE
1963-03,0.00109464637497782
1963-04,0.00112091788797729
1963-05,0.00114062152272689
1963-06,0.00118221808497605
1963-07,0.00118221808497605
1963-08,0.00118221808497605
1963-09,0.0012019217197147
1963-10,0.00123695040372494
1963-11,0.00126431656309938
1963-12,0.00118769131685094
1964-01,0.00123804505008897
1964-02,0.00125008616022467
1964-03,0.00127307373408826
1964-04,0.00128292555147401
1964-05,0.00129934524709867
1964-06,0.00134094180934783
1964-07,0.00133218463834801
1964-08,0.00131576494272334
1964-09,0.00132780605283715
1964-10,0.00132233282096226
1964-11,0.00134750968758675
1964-12,0.00139129554258586
1965-01,0.00140224200633564
1965-02,0.00148105654533405
1965-03,0.00150842270470849
1965-04,0.0015894265364678
1965-05,0.00166386248996629
1965-06,0.00170326975945454
1965-07,0.0017864628839638
1965-08,0.00172406804059007
1965-09,0.0017448663217037
1965-10,0.00173391985795392
1965-11,0.00173501450433985
1965-12,0.0018061665187134
1966-01,0.0018411952027127
1966-02,0.00188607570407584
1966-03,0.0018532363128265
1966-04,0.00189373822871163
1966-05,0.00192876691271092
1966-06,0.00202400114732304
1966-07,0.00201086539083426
1966-08,0.00193752408371074
1966-09,0.00180288257958847
1966-10,0.0017744217738281
1966-11,0.0017864628839638
1966-12,0.00177113783470317
1967-01,0.00173829844345383
1967-02,0.00170874299132943
1967-03,0.00169998582032961
1967-04,0.00172297339420414
1967-05,0.00174267702896469
1967-06,0.00179193611583869
1967-07,0.00176785389558918
1967-08,0.00171968945507921
1967-09,0.00165401067258054
1967-10,0.00167152501459113
1967-11,0.0016759036000801
1967-12,0.00172078410146513
1968-01,0.00177113783470317
1968-02,0.00176347531007832
1968-03,0.00175143419996451
1968-04,0.0017547181390785
1968-05,0.00179522005496363
1968-06,0.00185214166646247
1968-07,0.00192000974170015
1968-08,0.00190906327795037
1968-09,0.00190687398521136
1968-10,0.00196270095032429
1968-11,0.00195394377933541
1968-12,0.00193424014458581
1969-01,0.0019079686315754
1969-02,0.00191125257070033
1969-03,0.00191125257070033
1969-04,0.00196379559669926
1969-05,0.00201196003719829
1969-06,0.00209843710083248
1969-07,0.00213893901669572
1969-08,0.00203056902558386
1969-09,0.00194847054746052
1969-10,0.00197583670683497
1969-11,0.00198459387782384
1969-12,0.00199772963433452
1970-01,0.0020064868053234
1970-02,0.0020458940748226
1970-03,0.00204808336757256
1970-04,0.0020458940748226
1970-05,0.00212033002833204
1970-06,0.00213346578482083
1970-07,0.00211923538194612
1970-08,0.00213674972395671
1970-09,0.00206231377044727
1970-10,0.00203166367194789
1970-11,0.00202509579370897
1970-12,0.00201196003719829
1971-01,0.00203494761107282
1971-02,0.00212580326020693
1971-03,0.00213127649208182
1971-04,0.00218381951808075
1971-05,0.00232940748594186
1971-06,0.00246952222193902
1971-07,0.00243668283068968
1971-08,0.00231955566856706
1971-09,0.00228014839906785
1971-10,0.00226701264256812
1971-11,0.00224730900781852
1971-12,0.00223088931219385
1972-01,0.00238961303656564
1972-02,0.00235020576707738
1972-03,0.00240165414669039
1972-04,0.0025001723204384
1972-05,0.00251987595519894
1972-06,0.00275960351130814
1972-07,0.00249032050307454
1972-08,0.00244544000168951
1972-09,0.00242792565968986
1972-10,0.00245310252631435
1972-11,0.00248375262481373
1972-12,0.00251330807693813
1973-01,0.00253301171168773
1973-02,0.00260635301881125
1973-03,0.00266984250855996
1973-04,0.0027814964388077
1973-05,0.00284498592855641
1973-06,0.00292380046755481
1973-07,0.00317009590192482
1973-08,0.00310879570493701
1973-09,0.0030825241919266
1973-10,0.00248922585668862
1973-11,0.00309018671655144
1973-12,0.00315039226717522
1974-01,0.00312959398605064
1974-02,0.00320293529317416
1974-03,0.00323686933080942
1974-04,0.00333538750455742
1974-05,0.00342843244641959
1974-06,0.00349739516805414
1974-07,0.00362327950117659
1974-08,0.00362327950117659
1974-09,0.00354884354766715
1974-10,0.0035313292056675
1974-11,0.003605765159166
1974-12,0.00365721353878995
1975-01,0.0037633942371628
1975-02,0.00381812655591169
1975-03,0.00389475180216014
1975-04,0.00416075087127975
1975-05,0.00427459409428839
1975-06,0.00450446983303373
1975-07,0.00465772032553063
1975-08,0.00474419738914293
1975-09,0.00484052627014098
1975-10,0.00490073182076476
1975-11,0.0050244268611482
1975-12,0.00513389149864598
1976-01,0.00542725672712909
1976-02,0.00568559327161291
1976-03,0.00584322234959877
1976-04,0.0060906124303547
1976-05,0.00643214209938062
1976-06,0.00686671671020303
1976-07,0.0075607225119937
1976-08,0.00771068906532188
1976-09,0.007902252180943
1976-10,0.00794822732872492
1976-11,0.0081682512501064
1976-12,0.0083390160845482
1977-01,0.0088756360628865
1977-02,0.00946332673599081
1977-03,0.010518156149255
1977-04,0.012296297160186
1977-05,0.013622368422726
1977-06,0.0167265806960463
1977-07,0.0192280333044935
1977-08,0.018851308514042
1977-09,0.0189869294387552
1977-10,0.0173293403607687
1977-11,0.0173444093522361
1977-12,0.0175855132182757
1978-01,0.019167757338172
1978-02,0.0199965518771653
1978-03,0.0217294859132421
1978-04,0.0230856951588675
1978-05,0.0240953175971268
1978-06,0.0252706989434862
1978-07,0.0256323547421689
1978-08,0.0260241485243891
1978-09,0.0276515996191396
1978-10,0.0301229142443507
1978-11,0.033558644333419
1978-12,0.0366628566065886
1979-01,0.0389684123241517
1979-02,0.040610932410671
1979-03,0.0425699013210187
1979-04,0.0447247671222506
1979-05,0.046849494940397
1979-06,0.0429164881280834
1979-07,0.0364066837490816
1979-08,0.0351710264364007
1979-09,0.0353970613106716
